program,programme,year,programLink,programLink FR,programLogoLink,programLogoLink FR,sponsor,sponsor FR,sponsorLink,sponsorLink FR,sponsorLogoLink,sponsorLogoLink FR,location,location FR,address,city,province,region,région,totalPlanted,environmentalBenefits,projectGoals,Objectifs,latitude,longitude,imageLink,species,essences,numberPlanted,notes,notes FR
Partners In Planting,Partenaires dans la plantaion,2013,https://treecanada.ca/en/programs/partners-planting/,https://treecanada.ca/fr/programmes/partenaires-dans-la-plantation/,/images/logos/tree_canada_logo.png,/images/logos/logo_arbres_canada.png,CHEP,CHEP,http://www.chep.com,http://www.chep.com/ca/,/images/logos/chep_logo.png,/images/logos/chep_logo.png,Spinnaker Circle,Cercle Spinnaker,6745 Mavis Road,Mississauga,ON,Ontario,Ontario,225,74 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Park Beautification,Embellissement de parc,43.626229,-79.713537,/images/plantings/2013/2013_chep_mississauga.png,Hackberry,Micocoulier ,45,,
Partners In Planting,Partenaires dans la plantaion,2013,https://treecanada.ca/en/programs/partners-planting/,https://treecanada.ca/fr/programmes/partenaires-dans-la-plantation/,/images/logos/tree_canada_logo.png,/images/logos/logo_arbres_canada.png,CHEP,CHEP,http://www.chep.com,http://www.chep.com/ca/,/images/logos/chep_logo.png,/images/logos/chep_logo.png,Spinnaker Circle,Cercle Spinnaker,6745 Mavis Road,Mississauga,ON,Ontario,Ontario,225,74 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Park Beautification,Embellissement de parc,43.626229,-79.713537,/images/plantings/2013/2013_chep_mississauga.png,Sycamore,Platane Occidental,10,,
Partners In Planting,Partenaires dans la plantaion,2013,https://treecanada.ca/en/programs/partners-planting/,https://treecanada.ca/fr/programmes/partenaires-dans-la-plantation/,/images/logos/tree_canada_logo.png,/images/logos/logo_arbres_canada.png,CHEP,CHEP,http://www.chep.com,http://www.chep.com/ca/,/images/logos/chep_logo.png,/images/logos/chep_logo.png,Spinnaker Circle,Cercle Spinnaker,6745 Mavis Road,Mississauga,ON,Ontario,Ontario,225,74 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Park Beautification,Embellissement de parc,43.626229,-79.713537,/images/plantings/2013/2013_chep_mississauga.png,Jerusalem Artichoke,Artichaut de Jérusalem,70,,
CN EcoConnexions from the Ground Up,CN ÉcoConnexions – De terre en air pour le verdissement des terrains publics au Canada,2013,https://treecanada.ca/en/programs/cn-ecoconnexions-ground/,https://treecanada.ca/fr/programmes/cn-ecoconnexions-de-terre-en-air/,/images/logos/cn_ecoconnexions_logo.png,/images/logos/cn_ecoconnexions_logo_fr.png,CN,CN,http://www.cn.ca/,http://www.cn.ca/fr,/images/logos/cn_logo.png,/images/logos/cn_logo.png,Sea to Sky Habitat Improvement,Amélioration d'habitat Sea to Sky,Squamish-Whistler ,Squamish,BC,British Columbia,Colombie-Britannique,1300,266 tonnes of CO2 should approximately be sequestered over an 80-year period**  ,Watershed Protection;; Urban Open Space Naturalization,Protection des bassins versants;; Naturalisation d'espaces urbains ,49.701835,-123.155722,/images/plantings/2013/2013_cnec_squamish.png,Thimbleberry,Rubus Parviflorus,200,Whittaker Slough - Cheakamus Berm - Brittania Slough ,Whittaker Slough - Cheakamus Berm - Brittania Slough 
CN EcoConnexions from the Ground Up,CN ÉcoConnexions – De terre en air pour le verdissement des terrains publics au Canada,2013,https://treecanada.ca/en/programs/cn-ecoconnexions-ground/,https://treecanada.ca/fr/programmes/cn-ecoconnexions-de-terre-en-air/,/images/logos/cn_ecoconnexions_logo.png,/images/logos/cn_ecoconnexions_logo_fr.png,CN,CN,http://www.cn.ca/,http://www.cn.ca/fr,/images/logos/cn_logo.png,/images/logos/cn_logo.png,Sea to Sky Habitat Improvement,Amélioration d'habitat Sea to Sky,Squamish-Whistler ,Squamish,BC,British Columbia,Colombie-Britannique,1300,266 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Watershed Protection;; Urban Open Space Naturalization,Protection des bassins versants;; Naturalisation d'espaces urbains ,49.701835,-123.155722,/images/plantings/2013/2013_cnec_squamish.png,Salmonberry,Ronce Remarquable,200,Whittaker Slough - Cheakamus Berm - Brittania Slough ,Whittaker Slough - Cheakamus Berm - Brittania Slough 
CN EcoConnexions from the Ground Up,CN ÉcoConnexions – De terre en air pour le verdissement des terrains publics au Canada,2013,https://treecanada.ca/en/programs/cn-ecoconnexions-ground/,https://treecanada.ca/fr/programmes/cn-ecoconnexions-de-terre-en-air/,/images/logos/cn_ecoconnexions_logo.png,/images/logos/cn_ecoconnexions_logo_fr.png,CN,CN,http://www.cn.ca/,http://www.cn.ca/fr,/images/logos/cn_logo.png,/images/logos/cn_logo.png,Sea to Sky Habitat Improvement,Amélioration d'habitat Sea to Sky,Squamish-Whistler ,Squamish,BC,British Columbia,Colombie-Britannique,1300,266 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Watershed Protection;; Urban Open Space Naturalization,Protection des bassins versants;; Naturalisation d'espaces urbains ,49.701835,-123.155722,/images/plantings/2013/2013_cnec_squamish.png,Spruce,Épinette,200,Whittaker Slough - Cheakamus Berm - Brittania Slough ,Whittaker Slough - Cheakamus Berm - Brittania Slough 
CN EcoConnexions from the Ground Up,CN ÉcoConnexions – De terre en air pour le verdissement des terrains publics au Canada,2013,https://treecanada.ca/en/programs/cn-ecoconnexions-ground/,https://treecanada.ca/fr/programmes/cn-ecoconnexions-de-terre-en-air/,/images/logos/cn_ecoconnexions_logo.png,/images/logos/cn_ecoconnexions_logo_fr.png,CN,CN,http://www.cn.ca/,http://www.cn.ca/fr,/images/logos/cn_logo.png,/images/logos/cn_logo.png,Sea to Sky Habitat Improvement,Amélioration d'habitat Sea to Sky,Squamish-Whistler ,Squamish,BC,British Columbia,Colombie-Britannique,1300,266 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Watershed Protection;; Urban Open Space Naturalization,Protection des bassins versants;; Naturalisation d'espaces urbains ,49.701835,-123.155722,/images/plantings/2013/2013_cnec_squamish.png,Red Cedar,Genévier de Virginie,50,Whittaker Slough - Cheakamus Berm - Brittania Slough ,Whittaker Slough - Cheakamus Berm - Brittania Slough 
CN EcoConnexions from the Ground Up,CN ÉcoConnexions – De terre en air pour le verdissement des terrains publics au Canada,2013,https://treecanada.ca/en/programs/cn-ecoconnexions-ground/,https://treecanada.ca/fr/programmes/cn-ecoconnexions-de-terre-en-air/,/images/logos/cn_ecoconnexions_logo.png,/images/logos/cn_ecoconnexions_logo_fr.png,CN,CN,http://www.cn.ca/,http://www.cn.ca/fr,/images/logos/cn_logo.png,/images/logos/cn_logo.png,Sea to Sky Habitat Improvement,Amélioration d'habitat Sea to Sky,Squamish-Whistler ,Squamish,BC,British Columbia,Colombie-Britannique,1300,266 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Watershed Protection;; Urban Open Space Naturalization,Protection des bassins versants;; Naturalisation d'espaces urbains ,49.701835,-123.155722,/images/plantings/2013/2013_cnec_squamish.png,Hardhack,Ostryer de Virginie,200,Whittaker Slough - Cheakamus Berm - Brittania Slough ,Whittaker Slough - Cheakamus Berm - Brittania Slough 
CN EcoConnexions from the Ground Up,CN ÉcoConnexions – De terre en air pour le verdissement des terrains publics au Canada,2013,https://treecanada.ca/en/programs/cn-ecoconnexions-ground/,https://treecanada.ca/fr/programmes/cn-ecoconnexions-de-terre-en-air/,/images/logos/cn_ecoconnexions_logo.png,/images/logos/cn_ecoconnexions_logo_fr.png,CN,CN,http://www.cn.ca/,http://www.cn.ca/fr,/images/logos/cn_logo.png,/images/logos/cn_logo.png,Sea to Sky Habitat Improvement,Amélioration d'habitat Sea to Sky,Squamish-Whistler ,Squamish,BC,British Columbia,Colombie-Britannique,1300,266 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Watershed Protection;; Urban Open Space Naturalization,Protection des bassins versants;; Naturalisation d'espaces urbains ,49.701835,-123.155722,/images/plantings/2013/2013_cnec_squamish.png,Nutkana Rose,Rosier de Nooka,450,Whittaker Slough - Cheakamus Berm - Brittania Slough ,Whittaker Slough - Cheakamus Berm - Brittania Slough 
CN EcoConnexions from the Ground Up,CN ÉcoConnexions – De terre en air pour le verdissement des terrains publics au Canada,2013,https://treecanada.ca/en/programs/cn-ecoconnexions-ground/,https://treecanada.ca/fr/programmes/cn-ecoconnexions-de-terre-en-air/,/images/logos/cn_ecoconnexions_logo.png,/images/logos/cn_ecoconnexions_logo_fr.png,CN,CN,http://www.cn.ca/,http://www.cn.ca/fr,/images/logos/cn_logo.png,/images/logos/cn_logo.png,Kennebecasis Watershed,Ligne de partage des eaux Kennebecasis,Stewart Avenue,Sussex,NB,Atlantic,Atlantique,378,221 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Watershed Protection;; Urban Open Space Naturalization,Protection des bassins versants;; Naturalisation d'espaces urbains ,45.729566,-65.507165,/images/plantings/2013/2013_various_plantings.png,White Birch,Bouleau Blanc,5,,
CN EcoConnexions from the Ground Up,CN ÉcoConnexions – De terre en air pour le verdissement des terrains publics au Canada,2013,https://treecanada.ca/en/programs/cn-ecoconnexions-ground/,https://treecanada.ca/fr/programmes/cn-ecoconnexions-de-terre-en-air/,/images/logos/cn_ecoconnexions_logo.png,/images/logos/cn_ecoconnexions_logo_fr.png,CN,CN,http://www.cn.ca/,http://www.cn.ca/fr,/images/logos/cn_logo.png,/images/logos/cn_logo.png,Kennebecasis Watershed,Ligne de partage des eaux Kennebecasis,Stewart Avenue,Sussex,NB,Atlantic,Atlantique,378,221 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Watershed Protection;; Urban Open Space Naturalization,Protection des bassins versants;; Naturalisation d'espaces urbains ,45.729566,-65.507165,/images/plantings/2013/2013_various_plantings.png,Red Oak,Chêne Rouge,46,,
CN EcoConnexions from the Ground Up,CN ÉcoConnexions – De terre en air pour le verdissement des terrains publics au Canada,2013,https://treecanada.ca/en/programs/cn-ecoconnexions-ground/,https://treecanada.ca/fr/programmes/cn-ecoconnexions-de-terre-en-air/,/images/logos/cn_ecoconnexions_logo.png,/images/logos/cn_ecoconnexions_logo_fr.png,CN,CN,http://www.cn.ca/,http://www.cn.ca/fr,/images/logos/cn_logo.png,/images/logos/cn_logo.png,Kennebecasis Watershed,Ligne de partage des eaux Kennebecasis,Stewart Avenue,Sussex,NB,Atlantic,Atlantique,378,221 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Watershed Protection;; Urban Open Space Naturalization,Protection des bassins versants;; Naturalisation d'espaces urbains ,45.729566,-65.507165,/images/plantings/2013/2013_various_plantings.png,Black Willow,Saule Noir,82,,
CN EcoConnexions from the Ground Up,CN ÉcoConnexions – De terre en air pour le verdissement des terrains publics au Canada,2013,https://treecanada.ca/en/programs/cn-ecoconnexions-ground/,https://treecanada.ca/fr/programmes/cn-ecoconnexions-de-terre-en-air/,/images/logos/cn_ecoconnexions_logo.png,/images/logos/cn_ecoconnexions_logo_fr.png,CN,CN,http://www.cn.ca/,http://www.cn.ca/fr,/images/logos/cn_logo.png,/images/logos/cn_logo.png,Kennebecasis Watershed,Ligne de partage des eaux Kennebecasis,Stewart Avenue,Sussex,NB,Atlantic,Atlantique,378,221 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Watershed Protection;; Urban Open Space Naturalization,Protection des bassins versants;; Naturalisation d'espaces urbains ,45.729566,-65.507165,/images/plantings/2013/2013_various_plantings.png,Red Pine,Pin Rouge,5,,
CN EcoConnexions from the Ground Up,CN ÉcoConnexions – De terre en air pour le verdissement des terrains publics au Canada,2013,https://treecanada.ca/en/programs/cn-ecoconnexions-ground/,https://treecanada.ca/fr/programmes/cn-ecoconnexions-de-terre-en-air/,/images/logos/cn_ecoconnexions_logo.png,/images/logos/cn_ecoconnexions_logo_fr.png,CN,CN,http://www.cn.ca/,http://www.cn.ca/fr,/images/logos/cn_logo.png,/images/logos/cn_logo.png,Kennebecasis Watershed,Ligne de partage des eaux Kennebecasis,Stewart Avenue,Sussex,NB,Atlantic,Atlantique,378,221 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Watershed Protection;; Urban Open Space Naturalization,Protection des bassins versants;; Naturalisation d'espaces urbains ,45.729566,-65.507165,/images/plantings/2013/2013_various_plantings.png,Balsam Fir,Sapin Baumier,61,,
CN EcoConnexions from the Ground Up,CN ÉcoConnexions – De terre en air pour le verdissement des terrains publics au Canada,2013,https://treecanada.ca/en/programs/cn-ecoconnexions-ground/,https://treecanada.ca/fr/programmes/cn-ecoconnexions-de-terre-en-air/,/images/logos/cn_ecoconnexions_logo.png,/images/logos/cn_ecoconnexions_logo_fr.png,CN,CN,http://www.cn.ca/,http://www.cn.ca/fr,/images/logos/cn_logo.png,/images/logos/cn_logo.png,Kennebecasis Watershed,Ligne de partage des eaux Kennebecasis,Stewart Avenue,Sussex,NB,Atlantic,Atlantique,378,221 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Watershed Protection;; Urban Open Space Naturalization,Protection des bassins versants;; Naturalisation d'espaces urbains ,45.729566,-65.507165,/images/plantings/2013/2013_various_plantings.png,White Birch,Bouleau Blanc,30,,
CN EcoConnexions from the Ground Up,CN ÉcoConnexions – De terre en air pour le verdissement des terrains publics au Canada,2013,https://treecanada.ca/en/programs/cn-ecoconnexions-ground/,https://treecanada.ca/fr/programmes/cn-ecoconnexions-de-terre-en-air/,/images/logos/cn_ecoconnexions_logo.png,/images/logos/cn_ecoconnexions_logo_fr.png,CN,CN,http://www.cn.ca/,http://www.cn.ca/fr,/images/logos/cn_logo.png,/images/logos/cn_logo.png,Kennebecasis Watershed,Ligne de partage des eaux Kennebecasis,Stewart Avenue,Sussex,NB,Atlantic,Atlantique,378,221 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Watershed Protection;; Urban Open Space Naturalization,Protection des bassins versants;; Naturalisation d'espaces urbains ,45.729566,-65.507165,/images/plantings/2013/2013_various_plantings.png,Yellow Birch,Bouleau Jaune,12,,
CN EcoConnexions from the Ground Up,CN ÉcoConnexions – De terre en air pour le verdissement des terrains publics au Canada,2013,https://treecanada.ca/en/programs/cn-ecoconnexions-ground/,https://treecanada.ca/fr/programmes/cn-ecoconnexions-de-terre-en-air/,/images/logos/cn_ecoconnexions_logo.png,/images/logos/cn_ecoconnexions_logo_fr.png,CN,CN,http://www.cn.ca/,http://www.cn.ca/fr,/images/logos/cn_logo.png,/images/logos/cn_logo.png,Kennebecasis Watershed,Ligne de partage des eaux Kennebecasis,Stewart Avenue,Sussex,NB,Atlantic,Atlantique,378,221 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Watershed Protection;; Urban Open Space Naturalization,Protection des bassins versants;; Naturalisation d'espaces urbains ,45.729566,-65.507165,/images/plantings/2013/2013_various_plantings.png,White Ash,frêne Blanc,29,,
CN EcoConnexions from the Ground Up,CN ÉcoConnexions – De terre en air pour le verdissement des terrains publics au Canada,2013,https://treecanada.ca/en/programs/cn-ecoconnexions-ground/,https://treecanada.ca/fr/programmes/cn-ecoconnexions-de-terre-en-air/,/images/logos/cn_ecoconnexions_logo.png,/images/logos/cn_ecoconnexions_logo_fr.png,CN,CN,http://www.cn.ca/,http://www.cn.ca/fr,/images/logos/cn_logo.png,/images/logos/cn_logo.png,Kennebecasis Watershed,Ligne de partage des eaux Kennebecasis,Stewart Avenue,Sussex,NB,Atlantic,Atlantique,378,221 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Watershed Protection;; Urban Open Space Naturalization,Protection des bassins versants;; Naturalisation d'espaces urbains ,45.729566,-65.507165,/images/plantings/2013/2013_various_plantings.png,Butternut,Noyer Cendré,12,,
